cnpj,empresa,setor,cidade,regiao,capital_social,investimento_inicial,anos_atividade,data_abertura,lat,lon
83.767.376/0001-59,Empresa 2584 LTDA,Vestuário,Soure,Marajó,47363.18,21300.46,10,2016-04-06,-2.3800964513372325,-46.422197222258546
12.119.448/0001-34,Empresa 8983 LTDA,Tecnologia,Itaituba,Oeste,44292.47,15155.96,11,2015-04-06,-0.9099778515225374,-47.28506058881028
33.920.770/0001-93,Empresa 3397 LTDA,Vestuário,Marabá,Sudeste,52659.18,25385.35,7,2019-04-06,-7.381406736167732,-50.000128675698406
36.707.838/0001-22,Empresa 8406 LTDA,Vestuário,Soure,Marajó,171483.25,78403.77,16,2010-04-06,-7.982765296396244,-51.48739192383087
48.769.800/0001-19,Empresa 9750 LTDA,Vestuário,Ananindeua,Metropolitana,159634.32,47216.07,14,2012-04-06,-1.4551052607738737,-48.43163882434807
85.198.255/0001-85,Empresa 7120 LTDA,Tecnologia,Barcarena,Nordeste,320148.35,124533.51,13,2013-04-06,-4.125136874753462,-47.23277262466162
24.410.843/0001-17,Empresa 8792 LTDA,Serviços (MEI),Belém,Metropolitana,10878.96,8551.86,2,2024-04-06,-1.342739889141164,-48.53495973232027
41.436.514/0001-58,Empresa 9283 LTDA,Alimentação,Abaetetuba,Nordeste,30035.42,17187.84,6,2020-04-06,-8.501083532443959,-54.43943359138713
63.333.980/0001-60,Empresa 8512 LTDA,Tecnologia,Barcarena,Nordeste,403837.08,300624.96,2,2024-04-06,-3.045548405506179,-46.58338198431559
62.557.590/0001-65,Empresa 5559 LTDA,Alimentação,Santarém,Oeste,12077.28,6951.07,9,2017-04-06,-6.544808373570943,-55.11038232680406
19.456.742/0001-92,Empresa 9471 LTDA,Vestuário,Redenção,Sudeste,225862.49,69393.87,13,2013-04-06,-8.876187065614333,-47.95782715146196
33.495.158/0001-73,Empresa 2292 LTDA,Logística,Abaetetuba,Nordeste,2475947.88,705651.98,17,2009-04-06,-4.870858947550031,-53.94990547483321
85.771.855/0001-66,Empresa 5232 LTDA,Vestuário,Itaituba,Oeste,64529.11,19663.07,19,2007-04-06,-3.3066606735289996,-55.69400582116776
91.106.674/0001-61,Empresa 1249 LTDA,Vestuário,Marabá,Sudeste,126709.95,57909.37,6,2020-04-06,-1.5549722953433776,-46.2583521747944
43.310.112/0001-73,Empresa 2093 LTDA,Serviços (MEI),Belém,Metropolitana,28259.84,9489.93,17,2009-04-06,-1.3041604643184532,-48.3839697067752
51.631.989/0001-18,Empresa 9046 LTDA,Alimentação,Marituba,Metropolitana,41692.91,28411.16,5,2021-04-06,-1.3429104285922626,-48.43548247676752
52.194.367/0001-57,Empresa 3400 LTDA,Alimentação,Canaã dos Carajás,Sudeste,90380.75,35436.67,17,2009-04-06,-5.606617081506199,-51.54759606644328
83.737.813/0001-88,Empresa 1608 LTDA,Tecnologia,Castanhal,Nordeste,822175.77,485857.74,13,2013-04-06,-7.317814279814778,-49.862439086616455
74.897.662/0001-11,Empresa 2807 LTDA,Vestuário,Benevides,Metropolitana,110112.75,49848.02,9,2017-04-06,-1.363297581140117,-48.52432291503013
57.604.607/0001-51,Empresa 7835 LTDA,Tecnologia,Abaetetuba,Nordeste,297389.49,125075.84,19,2007-04-06,-2.0649574748135784,-49.93471512917212
17.837.948/0001-50,Empresa 6662 LTDA,Vestuário,Salvaterra,Marajó,116332.22,42463.68,13,2013-04-06,-6.125938615486611,-53.219638494473394
18.325.715/0001-34,Empresa 5513 LTDA,Vestuário,Salvaterra,Marajó,80286.7,40509.65,15,2011-04-06,-2.2132609223452775,-51.99100415584979
52.707.383/0001-33,Empresa 5392 LTDA,Serviços (MEI),Breves,Marajó,28502.19,14538.12,19,2007-04-06,-2.6976428360786517,-50.311316099576764
39.449.820/0001-51,Empresa 4074 LTDA,Serviços (MEI),Benevides,Metropolitana,79763.28,17629.53,19,2007-04-06,-1.3244796026651278,-48.52808666713909
35.460.778/0001-94,Empresa 9072 LTDA,Serviços (MEI),Breves,Marajó,15143.99,6559.59,16,2010-04-06,-3.7026857996179343,-54.79029649509395
69.180.666/0001-64,Empresa 2442 LTDA,Tecnologia,Redenção,Sudeste,154872.03,45219.11,15,2011-04-06,-6.7364932084338776,-49.35063431107943
96.834.249/0001-15,Empresa 5553 LTDA,Logística,Salvaterra,Marajó,605411.72,505094.05,2,2024-04-06,-7.931080784575865,-50.836463363786535
95.980.570/0001-43,Empresa 9593 LTDA,Tecnologia,Castanhal,Nordeste,677044.27,338841.36,13,2013-04-06,-2.40608651144316,-50.21199438134556
51.978.290/0001-75,Empresa 8362 LTDA,Alimentação,Abaetetuba,Nordeste,51412.57,43181.77,2,2024-04-06,-2.8184738406351553,-55.665613398751475
75.248.797/0001-69,Empresa 5150 LTDA,Serviços (MEI),Abaetetuba,Nordeste,55819.53,19786.57,19,2007-04-06,-5.711220211567681,-54.08128559041501
19.718.269/0001-38,Empresa 7804 LTDA,Alimentação,Capanema,Nordeste,30938.9,16777.79,13,2013-04-06,-0.7823323547178198,-53.089953114981355
98.299.213/0001-86,Empresa 7854 LTDA,Logística,Salvaterra,Marajó,1529515.52,1293355.54,3,2023-04-06,-5.835633079033333,-54.57481442166566
42.875.718/0001-50,Empresa 3747 LTDA,Logística,Altamira,Oeste,494746.7,235447.02,13,2013-04-06,-8.40114625079419,-55.4962051247004
36.922.108/0001-37,Empresa 3828 LTDA,Logística,Belém,Metropolitana,4047767.2,1802149.27,18,2008-04-06,-1.3645787965802,-48.39667084803448
95.737.158/0001-88,Empresa 3113 LTDA,Serviços (MEI),Breves,Marajó,20237.55,9041.91,15,2011-04-06,-8.551514891616195,-52.20253553229368
70.481.779/0001-67,Empresa 7236 LTDA,Alimentação,Marabá,Sudeste,9521.55,4559.77,9,2017-04-06,-2.5264322044618464,-55.03033418099407
45.143.224/0001-76,Empresa 3311 LTDA,Alimentação,Abaetetuba,Nordeste,120477.63,40631.6,12,2014-04-06,-2.380163831763383,-49.993276648883516
55.556.921/0001-20,Empresa 5893 LTDA,Vestuário,Abaetetuba,Nordeste,59264.82,25164.82,16,2010-04-06,-8.394589534155383,-54.27726222181876
98.225.971/0001-78,Empresa 3809 LTDA,Vestuário,Redenção,Sudeste,5926.94,2589.58,13,2013-04-06,-7.963190784881152,-55.766479034616836
65.872.912/0001-97,Empresa 8355 LTDA,Tecnologia,Itaituba,Oeste,557851.04,456705.35,3,2023-04-06,-0.6147842831201462,-49.51230495966795
28.295.189/0001-96,Empresa 7072 LTDA,Serviços (MEI),Breves,Marajó,3503.72,1388.16,15,2011-04-06,-1.2522271850473956,-48.78047245275229
92.981.282/0001-29,Empresa 1720 LTDA,Logística,Parauapebas,Sudeste,2773023.32,1554520.34,6,2020-04-06,-8.584627114547692,-49.61156638632618
97.928.571/0001-76,Empresa 2473 LTDA,Vestuário,Santa Izabel do Pará,Metropolitana,138888.99,70237.44,7,2019-04-06,-1.4982734637933677,-48.365015855039815
30.458.350/0001-98,Empresa 1896 LTDA,Alimentação,Marituba,Metropolitana,52651.63,19596.57,10,2016-04-06,-1.4795304261640538,-48.35396015522159
68.507.288/0001-81,Empresa 8548 LTDA,Vestuário,Breves,Marajó,74445.55,39482.67,5,2021-04-06,-6.387308049067304,-53.216187608981635
78.368.325/0001-37,Empresa 6152 LTDA,Serviços (MEI),Breves,Marajó,15774.54,14730.24,1,2025-04-06,-5.751038367874158,-47.24324196131344
55.787.139/0001-16,Empresa 9245 LTDA,Tecnologia,Breves,Marajó,229844.4,57976.92,16,2010-04-06,-0.6722639877287193,-55.020050857565614
68.348.708/0001-88,Empresa 7518 LTDA,Tecnologia,Parauapebas,Sudeste,523792.36,290586.1,15,2011-04-06,-4.987479505225864,-46.5867372867746
71.502.161/0001-42,Empresa 5207 LTDA,Tecnologia,Castanhal,Nordeste,829752.2,395087.2,18,2008-04-06,-6.0441140233974995,-50.27730825184936
11.187.184/0001-52,Empresa 9254 LTDA,Vestuário,Marabá,Sudeste,29879.32,10626.72,13,2013-04-06,-0.09143277324570676,-50.9583665993287
47.780.231/0001-29,Empresa 6744 LTDA,Serviços (MEI),Santarém,Oeste,24322.08,14959.17,10,2016-04-06,-0.262275340041878,-46.800364948468186
29.312.766/0001-59,Empresa 3589 LTDA,Logística,Itaituba,Oeste,4350751.56,1463071.25,16,2010-04-06,-7.412237190984436,-48.794242925659795
91.493.252/0001-12,Empresa 2338 LTDA,Tecnologia,Parauapebas,Sudeste,304394.33,88698.75,14,2012-04-06,-3.3636781833008937,-54.94776654153986
37.736.193/0001-46,Empresa 9256 LTDA,Serviços (MEI),Salvaterra,Marajó,25382.23,10607.56,18,2008-04-06,-3.1425742984785288,-52.41944028254449
76.260.565/0001-53,Empresa 8354 LTDA,Serviços (MEI),Barcarena,Nordeste,14396.91,7772.28,16,2010-04-06,-3.5938564702939058,-53.75676025970378
18.503.434/0001-76,Empresa 2277 LTDA,Tecnologia,Marituba,Metropolitana,672221.91,413677.97,8,2018-04-06,-1.4011089338372333,-48.53687286700382
96.714.484/0001-15,Empresa 3495 LTDA,Tecnologia,Capanema,Nordeste,264215.42,235401.04,2,2024-04-06,-5.801542258884797,-52.45960745716447
42.419.688/0001-77,Empresa 4673 LTDA,Alimentação,Salvaterra,Marajó,34168.5,30906.38,1,2025-04-06,-5.692730131466116,-46.459548880111164
64.324.475/0001-41,Empresa 1070 LTDA,Serviços (MEI),Parauapebas,Sudeste,20488.13,5200.77,19,2007-04-06,-2.43935233210727,-54.42852122179322
42.679.544/0001-30,Empresa 7976 LTDA,Logística,Marabá,Sudeste,1157272.91,612879.09,10,2016-04-06,-7.264139451988699,-47.60067210908378
15.351.152/0001-74,Empresa 8502 LTDA,Alimentação,Parauapebas,Sudeste,59620.54,35125.88,7,2019-04-06,-1.9559643239437747,-47.84290476996205
80.889.179/0001-93,Empresa 9834 LTDA,Vestuário,Salvaterra,Marajó,101480.26,39212.64,14,2012-04-06,-2.12254705220892,-54.75261581909307
72.684.847/0001-44,Empresa 4287 LTDA,Vestuário,Santarém,Oeste,101805.8,43799.49,9,2017-04-06,-3.89726611979862,-48.246625007407076
91.411.920/0001-72,Empresa 1776 LTDA,Serviços (MEI),Santarém,Oeste,30599.82,8257.09,17,2009-04-06,-3.733373592732759,-50.35375518431095
24.220.285/0001-56,Empresa 9020 LTDA,Vestuário,Santa Izabel do Pará,Metropolitana,83589.29,54038.55,3,2023-04-06,-1.4679359163192596,-48.41473185442384
28.830.981/0001-47,Empresa 4125 LTDA,Tecnologia,Itaituba,Oeste,41052.06,37859.21,1,2025-04-06,-5.092509446222525,-50.61102050660755
46.384.976/0001-43,Empresa 4372 LTDA,Vestuário,Canaã dos Carajás,Sudeste,171616.54,38482.12,18,2008-04-06,-6.738992574935825,-52.02002625909091
89.786.112/0001-31,Empresa 7330 LTDA,Alimentação,Santa Izabel do Pará,Metropolitana,62419.93,28438.75,11,2015-04-06,-1.4725606721781404,-48.50032360403008
14.294.830/0001-16,Empresa 5271 LTDA,Alimentação,Parauapebas,Sudeste,128170.68,34251.87,16,2010-04-06,-1.1684710996847691,-46.45023270711108
47.383.727/0001-79,Empresa 8880 LTDA,Vestuário,Parauapebas,Sudeste,11298.01,4861.01,15,2011-04-06,-1.296454460576653,-46.275184909133515
58.578.131/0001-55,Empresa 3528 LTDA,Logística,Marituba,Metropolitana,2301143.38,1075604.65,13,2013-04-06,-1.401021306561884,-48.533429208832665
59.223.183/0001-21,Empresa 1369 LTDA,Serviços (MEI),Ananindeua,Metropolitana,18577.99,15607.7,1,2025-04-06,-1.498274983858343,-48.518357657459816
72.690.113/0001-44,Empresa 3800 LTDA,Vestuário,Barcarena,Nordeste,35654.75,12623.85,18,2008-04-06,-7.858538485455796,-53.90580443150311
55.901.272/0001-88,Empresa 2254 LTDA,Tecnologia,Altamira,Oeste,166381.17,122665.8,4,2022-04-06,-6.700459959202967,-50.75898616152692
59.473.718/0001-38,Empresa 5942 LTDA,Tecnologia,Castanhal,Nordeste,238640.63,151670.15,9,2017-04-06,-1.3642438347335695,-46.415067705835135
23.724.447/0001-93,Empresa 7417 LTDA,Alimentação,Breves,Marajó,4575.2,1387.2,15,2011-04-06,-7.972698757854838,-52.168877001733186
66.206.606/0001-43,Empresa 7282 LTDA,Vestuário,Parauapebas,Sudeste,141013.07,41266.66,14,2012-04-06,-3.417941933498854,-47.09453973722157
85.558.712/0001-44,Empresa 2371 LTDA,Serviços (MEI),Abaetetuba,Nordeste,40228.59,16180.76,18,2008-04-06,-4.601591259983614,-53.52994622408724
62.117.555/0001-71,Empresa 6592 LTDA,Vestuário,Itaituba,Oeste,179958.16,61735.11,15,2011-04-06,-3.010172365382978,-47.39293276399087
92.609.497/0001-93,Empresa 1764 LTDA,Tecnologia,Santa Izabel do Pará,Metropolitana,100397.78,46693.35,10,2016-04-06,-1.3791841724001104,-48.37106108335855
77.448.125/0001-94,Empresa 2760 LTDA,Vestuário,Itaituba,Oeste,76074.39,36112.45,7,2019-04-06,-4.447045937805977,-51.18690170763097
37.371.231/0001-45,Empresa 6018 LTDA,Serviços (MEI),Altamira,Oeste,4460.61,1322.47,16,2010-04-06,-0.19941429102953023,-51.53343582564434
95.123.365/0001-56,Empresa 1512 LTDA,Vestuário,Parauapebas,Sudeste,100719.96,62826.43,8,2018-04-06,-8.155697190721444,-54.90226321577593
62.273.693/0001-67,Empresa 2086 LTDA,Vestuário,Capanema,Nordeste,97187.46,52511.65,16,2010-04-06,-1.7381453130173758,-49.853939371533585
86.851.412/0001-21,Empresa 2466 LTDA,Alimentação,Abaetetuba,Nordeste,7481.45,2740.24,16,2010-04-06,-7.369424563633906,-48.67939464572602
69.265.133/0001-70,Empresa 4262 LTDA,Alimentação,Barcarena,Nordeste,16114.92,11191.04,5,2021-04-06,-2.243202803484566,-52.13954579688025
56.165.609/0001-65,Empresa 7512 LTDA,Serviços (MEI),Marabá,Sudeste,13038.59,10316.14,4,2022-04-06,-8.399098151718368,-55.91966847433567
95.554.726/0001-96,Empresa 6565 LTDA,Vestuário,Itaituba,Oeste,64688.93,20756.22,18,2008-04-06,-4.867062587606067,-55.38599711467111
56.421.694/0001-32,Empresa 3262 LTDA,Logística,Marabá,Sudeste,5147632.46,1426649.75,17,2009-04-06,-1.9213356339450627,-53.609793164605506
43.287.658/0001-29,Empresa 8733 LTDA,Vestuário,Belém,Metropolitana,151698.02,69542.72,7,2019-04-06,-1.3259053574562605,-48.40538078548559
74.232.107/0001-57,Empresa 9293 LTDA,Logística,Redenção,Sudeste,5443419.11,1338444.05,18,2008-04-06,-4.718830759268717,-51.44652826542192
79.828.604/0001-44,Empresa 9478 LTDA,Vestuário,Parauapebas,Sudeste,158275.96,74556.23,11,2015-04-06,-6.668359663635837,-48.49679650951612
38.826.509/0001-67,Empresa 4964 LTDA,Logística,Ananindeua,Metropolitana,2319549.01,855546.16,11,2015-04-06,-1.3169433665651153,-48.48376316554762
26.825.840/0001-69,Empresa 4846 LTDA,Serviços (MEI),Benevides,Metropolitana,8455.69,5676.14,3,2023-04-06,-1.4743571330768737,-48.469539522449104
29.921.700/0001-30,Empresa 9615 LTDA,Tecnologia,Parauapebas,Sudeste,527229.1,193765.34,16,2010-04-06,-5.249117651795876,-46.65128915057723
66.811.105/0001-66,Empresa 2395 LTDA,Vestuário,Marabá,Sudeste,155288.11,66576.58,13,2013-04-06,-0.21760088702450808,-46.57472122185013
73.184.956/0001-76,Empresa 7017 LTDA,Alimentação,Castanhal,Nordeste,18312.85,8815.93,10,2016-04-06,-8.241563205293026,-54.39955585408162
94.246.947/0001-24,Empresa 3778 LTDA,Alimentação,Redenção,Sudeste,32442.78,22892.3,6,2020-04-06,-6.601850489545124,-51.484084751787925
73.514.195/0001-74,Empresa 9325 LTDA,Logística,Breves,Marajó,1847579.67,1323786.68,2,2024-04-06,-6.152790600935604,-48.90792356944275
71.960.306/0001-75,Empresa 9320 LTDA,Vestuário,Altamira,Oeste,37985.07,27938.9,4,2022-04-06,-3.7448785669134717,-46.22343549814352
86.777.327/0001-18,Empresa 2845 LTDA,Logística,Ananindeua,Metropolitana,2169256.71,1928302.1,1,2025-04-06,-1.3991432444939433,-48.424987933349456
35.207.297/0001-39,Empresa 7225 LTDA,Alimentação,Capanema,Nordeste,42335.33,24316.06,6,2020-04-06,-7.822345238082109,-51.54922301186977
65.968.932/0001-49,Empresa 9754 LTDA,Tecnologia,Altamira,Oeste,601207.36,294610.28,6,2020-04-06,-7.832557501913092,-51.04539855414454
37.450.941/0001-13,Empresa 7428 LTDA,Serviços (MEI),Parauapebas,Sudeste,17960.98,9692.34,14,2012-04-06,-0.23290481130923446,-55.308821691545695
11.635.857/0001-62,Empresa 8374 LTDA,Vestuário,Breves,Marajó,170417.7,38982.19,18,2008-04-06,-8.903536799499019,-48.82433432354283
40.272.897/0001-84,Empresa 2068 LTDA,Tecnologia,Soure,Marajó,477552.29,199826.9,7,2019-04-06,-0.12313675391345669,-53.52723898411834
18.980.255/0001-53,Empresa 1329 LTDA,Vestuário,Barcarena,Nordeste,98885.56,55858.33,9,2017-04-06,-7.441083984943024,-48.886578654560005
34.541.776/0001-87,Empresa 6106 LTDA,Logística,Breves,Marajó,2018613.9,896472.88,15,2011-04-06,-5.127293235283133,-53.984854823542726
60.589.460/0001-98,Empresa 5949 LTDA,Vestuário,Benevides,Metropolitana,13336.7,7843.56,8,2018-04-06,-1.4476480353920307,-48.41215839030912
40.355.847/0001-74,Empresa 3325 LTDA,Serviços (MEI),Barcarena,Nordeste,26233.57,9418.39,16,2010-04-06,-7.570881966979622,-49.49161786940827
29.552.593/0001-37,Empresa 4161 LTDA,Serviços (MEI),Itaituba,Oeste,52887.98,15662.1,18,2008-04-06,-0.31041476942165147,-53.47480479016252
94.776.376/0001-19,Empresa 6360 LTDA,Logística,Parauapebas,Sudeste,2243184.01,1164660.91,5,2021-04-06,-6.082934147067531,-47.537515532294165
10.532.982/0001-18,Empresa 7022 LTDA,Serviços (MEI),Breves,Marajó,16026.54,5932.33,19,2007-04-06,-1.4756672078536894,-49.92410670199638
98.496.810/0001-54,Empresa 1577 LTDA,Serviços (MEI),Marituba,Metropolitana,30030.76,8414.77,19,2007-04-06,-1.3904958919281425,-48.434764467917915
12.885.156/0001-33,Empresa 5056 LTDA,Tecnologia,Breves,Marajó,1361660.06,431455.46,12,2014-04-06,-7.689898094798671,-55.963376332522756
30.551.690/0001-29,Empresa 5603 LTDA,Logística,Soure,Marajó,1118650.14,795826.09,7,2019-04-06,-1.7106599366250164,-51.16417254190173
79.933.160/0001-50,Empresa 4036 LTDA,Alimentação,Parauapebas,Sudeste,23764.09,9778.33,10,2016-04-06,-3.4700181335211555,-48.71087978239888
91.125.531/0001-69,Empresa 7306 LTDA,Alimentação,Itaituba,Oeste,78666.51,39412.43,18,2008-04-06,-2.7191851155800455,-53.51166858148745
70.355.936/0001-74,Empresa 7320 LTDA,Alimentação,Redenção,Sudeste,13468.87,7381.61,12,2014-04-06,-3.1218370460580527,-54.13843099465879
86.366.723/0001-37,Empresa 1546 LTDA,Alimentação,Parauapebas,Sudeste,44553.26,32296.66,2,2024-04-06,-7.065947080973203,-50.4519715497711
39.967.724/0001-20,Empresa 5649 LTDA,Alimentação,Marabá,Sudeste,60242.92,28091.83,16,2010-04-06,-4.521587017144022,-53.44445184843355
18.259.663/0001-45,Empresa 5658 LTDA,Alimentação,Ananindeua,Metropolitana,8098.17,5802.49,3,2023-04-06,-1.4108160215489338,-48.54406529712534
64.764.771/0001-42,Empresa 4437 LTDA,Serviços (MEI),Castanhal,Nordeste,14641.23,12358.95,2,2024-04-06,-6.259614079816762,-54.47317726991338
42.624.796/0001-22,Empresa 9054 LTDA,Tecnologia,Salvaterra,Marajó,534999.78,134579.04,19,2007-04-06,-6.544907955114774,-46.17627106121905
60.162.449/0001-29,Empresa 3975 LTDA,Logística,Castanhal,Nordeste,1653188.07,795696.6,8,2018-04-06,-5.106431177838097,-52.22466261183777
92.493.382/0001-80,Empresa 3724 LTDA,Tecnologia,Marituba,Metropolitana,834266.87,421746.13,6,2020-04-06,-1.3345214008017579,-48.43552893193499
28.647.208/0001-14,Empresa 8442 LTDA,Serviços (MEI),Breves,Marajó,3346.01,2126.45,8,2018-04-06,-2.7004463754111736,-53.39520099276284
84.859.531/0001-91,Empresa 6584 LTDA,Serviços (MEI),Belém,Metropolitana,14548.36,7830.02,5,2021-04-06,-1.4093516434212383,-48.41219386508242
64.458.513/0001-94,Empresa 5570 LTDA,Tecnologia,Benevides,Metropolitana,1150085.99,338589.12,12,2014-04-06,-1.3787871975435326,-48.513310397632154
73.757.839/0001-75,Empresa 4500 LTDA,Tecnologia,Capanema,Nordeste,130444.91,93801.39,2,2024-04-06,-7.482404085493403,-50.501306643395615
66.498.363/0001-74,Empresa 3075 LTDA,Tecnologia,Parauapebas,Sudeste,968657.79,423616.33,17,2009-04-06,-6.97678863156529,-53.195499174229475
28.457.624/0001-37,Empresa 5196 LTDA,Logística,Santa Izabel do Pará,Metropolitana,2772609.07,696033.16,19,2007-04-06,-1.4421115979123176,-48.39349500200834
78.288.501/0001-59,Empresa 9018 LTDA,Logística,Salvaterra,Marajó,507945.49,372143.82,2,2024-04-06,-0.31793994548544013,-55.58880559775118
84.131.724/0001-25,Empresa 4309 LTDA,Vestuário,Marabá,Sudeste,7898.46,3325.77,15,2011-04-06,-2.5488310556639453,-52.08887062227274
64.751.497/0001-30,Empresa 2036 LTDA,Logística,Redenção,Sudeste,2414308.73,1167492.05,11,2015-04-06,-7.351733365507597,-49.1736395550026
51.633.919/0001-68,Empresa 1828 LTDA,Tecnologia,Santarém,Oeste,201043.03,105169.09,15,2011-04-06,-7.068543937133141,-52.16385076781045
67.102.978/0001-26,Empresa 9834 LTDA,Alimentação,Abaetetuba,Nordeste,15583.7,7737.97,14,2012-04-06,-6.1067815538349794,-52.041376900012146
71.104.101/0001-10,Empresa 1023 LTDA,Logística,Soure,Marajó,220264.65,94736.91,12,2014-04-06,-2.8267340984258613,-52.7444384127174
37.698.128/0001-18,Empresa 6961 LTDA,Tecnologia,Marabá,Sudeste,687604.48,290512.79,9,2017-04-06,-7.3476521958108325,-47.736453581471935
24.192.167/0001-77,Empresa 2238 LTDA,Vestuário,Soure,Marajó,42204.95,18364.42,12,2014-04-06,-4.298377187096944,-48.67412776682093
87.796.506/0001-41,Empresa 1680 LTDA,Serviços (MEI),Ananindeua,Metropolitana,19806.4,5595.56,19,2007-04-06,-1.461917331050302,-48.35636604263599
84.897.542/0001-98,Empresa 2645 LTDA,Serviços (MEI),Breves,Marajó,33902.35,18248.57,5,2021-04-06,-0.5471492466569661,-46.50179917834886
64.787.819/0001-21,Empresa 8298 LTDA,Alimentação,Capanema,Nordeste,24079.17,11419.59,10,2016-04-06,-6.409867646025366,-54.81859441619264
58.426.767/0001-79,Empresa 1719 LTDA,Serviços (MEI),Marituba,Metropolitana,10146.31,5065.57,19,2007-04-06,-1.4433352411393248,-48.50005034329358
13.531.137/0001-97,Empresa 7039 LTDA,Vestuário,Redenção,Sudeste,92551.32,38894.97,18,2008-04-06,-7.722301763899707,-46.78992979519679
84.544.289/0001-70,Empresa 3493 LTDA,Vestuário,Belém,Metropolitana,4127.22,3691.92,1,2025-04-06,-1.3812400941387117,-48.36637392348131
53.834.265/0001-92,Empresa 6854 LTDA,Tecnologia,Salvaterra,Marajó,1161051.89,395737.72,12,2014-04-06,-0.6536349191470538,-47.97319415134672
24.459.415/0001-86,Empresa 4086 LTDA,Vestuário,Barcarena,Nordeste,198076.75,61367.67,19,2007-04-06,-6.960566252438068,-53.72303169601487
76.219.607/0001-27,Empresa 3498 LTDA,Alimentação,Canaã dos Carajás,Sudeste,34776.97,33107.23,1,2025-04-06,-3.338204471621914,-51.11838448977171
22.438.518/0001-19,Empresa 2321 LTDA,Logística,Belém,Metropolitana,511800.6,357478.88,3,2023-04-06,-1.302736131584175,-48.516425230719584
61.364.292/0001-82,Empresa 9804 LTDA,Alimentação,Breves,Marajó,146410.53,34448.11,19,2007-04-06,-6.1516230732416535,-50.57852354567005
57.984.714/0001-74,Empresa 6211 LTDA,Tecnologia,Parauapebas,Sudeste,879620.99,204426.01,19,2007-04-06,-1.1799635226266787,-50.95170119430069
90.693.549/0001-74,Empresa 5502 LTDA,Vestuário,Marabá,Sudeste,62884.47,24292.88,9,2017-04-06,-4.028285811854315,-51.98732924907924
51.570.236/0001-57,Empresa 9954 LTDA,Alimentação,Breves,Marajó,58819.53,16230.58,16,2010-04-06,-7.879792276793129,-50.25339412065893
26.185.284/0001-41,Empresa 6399 LTDA,Logística,Soure,Marajó,281268.29,121449.83,19,2007-04-06,-0.03841473374904325,-48.30164451461604
23.397.381/0001-12,Empresa 2886 LTDA,Serviços (MEI),Abaetetuba,Nordeste,16484.46,10008.43,10,2016-04-06,-6.707541699486384,-46.029371920294054
36.309.849/0001-51,Empresa 1686 LTDA,Vestuário,Santarém,Oeste,253376.77,66771.4,19,2007-04-06,-7.625171665575052,-47.39461052530974
17.404.467/0001-28,Empresa 3273 LTDA,Vestuário,Salvaterra,Marajó,103638.46,41169.23,11,2015-04-06,-3.3500026454126193,-48.101945773188
17.791.169/0001-26,Empresa 9908 LTDA,Logística,Santarém,Oeste,782343.32,310350.95,9,2017-04-06,-1.3846293574175208,-48.10236541744384
39.433.438/0001-42,Empresa 7471 LTDA,Tecnologia,Capanema,Nordeste,1110809.93,448646.82,9,2017-04-06,-0.9103909844872895,-55.927003263215596
44.969.952/0001-49,Empresa 6585 LTDA,Vestuário,Canaã dos Carajás,Sudeste,44957.21,35321.02,3,2023-04-06,-3.0682684469090713,-47.96374496227621
40.483.589/0001-65,Empresa 3722 LTDA,Tecnologia,Barcarena,Nordeste,441974.81,110707.36,16,2010-04-06,-5.967775258859557,-46.38271128038277
37.548.212/0001-26,Empresa 8499 LTDA,Vestuário,Benevides,Metropolitana,112555.14,73675.2,6,2020-04-06,-1.4277416587778453,-48.477881506840326
65.850.617/0001-70,Empresa 2601 LTDA,Vestuário,Marituba,Metropolitana,175361.49,59484.62,16,2010-04-06,-1.429898514234374,-48.45416319531174
29.381.955/0001-58,Empresa 7913 LTDA,Vestuário,Benevides,Metropolitana,16053.59,9080.32,6,2020-04-06,-1.3488940175188942,-48.47177336596787
36.371.820/0001-57,Empresa 5585 LTDA,Alimentação,Barcarena,Nordeste,126189.5,49921.17,15,2011-04-06,-5.680056341539017,-52.96316610467063
36.500.957/0001-97,Empresa 6008 LTDA,Tecnologia,Belém,Metropolitana,406301.73,359442.95,2,2024-04-06,-1.3269245922998167,-48.52341304185993
71.269.155/0001-34,Empresa 3429 LTDA,Alimentação,Belém,Metropolitana,87259.76,32085.7,15,2011-04-06,-1.3895795985118942,-48.547884963411626
57.934.231/0001-22,Empresa 7128 LTDA,Alimentação,Itaituba,Oeste,22335.79,19104.9,1,2025-04-06,-3.8474314764984703,-54.154381095323295
80.434.466/0001-96,Empresa 3508 LTDA,Tecnologia,Barcarena,Nordeste,457706.62,314847.45,3,2023-04-06,-1.3443590070014428,-46.61294022000105
92.394.537/0001-81,Empresa 6628 LTDA,Serviços (MEI),Marituba,Metropolitana,7425.46,5485.38,5,2021-04-06,-1.4364945672488127,-48.524412714409394
18.514.901/0001-98,Empresa 2335 LTDA,Vestuário,Benevides,Metropolitana,32955.22,19506.29,5,2021-04-06,-1.4505066409782388,-48.46148900667232
12.211.515/0001-74,Empresa 3338 LTDA,Tecnologia,Santarém,Oeste,753934.61,236010.81,17,2009-04-06,-7.120002225902192,-52.09038514491653
97.879.856/0001-24,Empresa 2016 LTDA,Logística,Santarém,Oeste,1128819.5,762147.36,7,2019-04-06,-1.65154240121932,-47.87011855251836
